0,0,5.0,1395514350
0,1,4.0,1389630134
0,2,5.0,1389630059
1,1,5.0,1394122281
1,3,4.0,1394122040
2,2,4.0,1393070454
2,4,4.0,1393070307
2,5,4.0,1393069788
2,6,4.0,1393759973
2,7,5.0,1392638951
2,8,4.0,1392639345
3,2,3.0,1395617735
3,9,3.0,1395617490
4,10,5.0,1390659109
4,11,5.0,1390613052
5,12,5.0,1389475625
5,13,3.0,1389454415
6,14,5.0,1395447194
6,15,5.0,1395447211
7,16,5.0,1392594101
7,17,4.0,1392592317
7,18,4.0,1392728187
8,19,5.0,1389106629
8,20,5.0,1388873222
8,21,5.0,1390997690
8,22,5.0,1389100008
9,23,5.0,1394798198
9,24,5.0,1391080588
10,25,5.0,1394568428
10,26,5.0,1394747585
10,27,5.0,1393971803
10,28,5.0,1394127309
11,29,5.0,1395266467
11,30,5.0,1394644984
11,31,5.0,1394124017
11,32,5.0,1395076304
11,33,5.0,1394566777
11,34,5.0,1394490845
11,35,5.0,1395426010
11,36,4.0,1394472855
11,37,5.0,1394733106
11,38,5.0,1393966062
11,39,5.0,1394211480
12,40,5.0,1390667414
12,41,5.0,1390926209
12,42,5.0,1391532862
12,43,5.0,1391179404
13,42,5.0,1390667210
13,44,5.0,1391179593
14,45,4.0,1395716284
14,46,4.0,1395716083
15,46,5.0,1395092763
15,47,5.0,1395092355
15,48,5.0,1395092836
15,49,4.0,1393952774
15,50,5.0,1395093098
15,51,5.0,1395092652
15,52,5.0,1393952423
15,53,4.0,1395092506
15,54,5.0,1395092878
15,55,5.0,1395092720
15,56,5.0,1393952485
15,57,5.0,1395093334
15,58,5.0,1395092573
16,46,3.0,1389983139
16,47,3.0,1389983223
16,48,5.0,1389983208
16,59,4.0,1389983974
16,60,4.0,1389984421
16,61,3.0,1389984572
17,46,4.0,1394965398
17,48,4.0,1394965474
18,46,3.0,1391998944
18,62,3.0,1392258220
18,63,3.0,1391748375
18,64,3.0,1393854486
18,65,3.0,1392102687
18,66,3.0,1395667677
18,67,3.0,1389726059
18,68,3.0,1390809176
18,69,3.0,1393204374
18,70,3.0,1391072538
18,71,3.0,1393228078
18,72,3.0,1391923014
18,73,3.0,1391567519
18,74,3.0,1392957047
18,75,3.0,1392715750
18,76,3.0,1390810343
18,77,3.0,1391482293
18,78,3.0,1392174381
18,79,3.0,1388801311
18,80,3.0,1390111140
18,81,3.0,1388565878
18,82,3.0,1395311317
18,83,3.0,1392868079
18,84,3.0,1393752863
18,85,3.0,1394189118
18,86,3.0,1392617778
18,87,3.0,1393999003
18,88,3.0,1395491440
18,89,3.0,1391481197
18,90,3.0,1391750380
18,91,3.0,1394686898
18,92,3.0,1391496637
18,93,3.0,1389112922
18,94,3.0,1393820990
18,95,3.0,1392981368
18,96,3.0,1394532033
18,97,1.0,1390347180
18,98,3.0,1389409465
18,99,3.0,1394447374
18,100,3.0,1391665167
18,101,3.0,1389496975
18,102,3.0,1395425664
18,103,3.0,1392709504
19,104,5.0,1388809556
19,105,5.0,1388723653
20,104,5.0,1390834463
20,105,5.0,1390834028
21,106,5.0,1392440492
21,107,5.0,1392441947
21,108,5.0,1392441502
22,109,3.0,1390139457
22,110,5.0,1390080656
22,111,5.0,1390332002
22,112,1.0,1390082748
22,113,5.0,1390139824
22,114,4.0,1390679806
22,115,5.0,1390082018
22,116,5.0,1390081005
22,117,5.0,1390331894
22,118,5.0,1390166743
22,119,5.0,1390139621
22,120,5.0,1391196731
22,121,5.0,1390081499
22,122,5.0,1390140520
22,123,4.0,1390681659
22,124,5.0,1390139359
22,125,4.0,1390082541
22,126,5.0,1390081338
22,127,5.0,1390140098
22,128,4.0,1390584192
22,129,4.0,1390139014
22,130,5.0,1390141230
22,131,5.0,1390083333
22,132,5.0,1390083459
22,133,4.0,1390506023
22,134,5.0,1390081832
22,135,5.0,1390084087
22,136,5.0,1390698168
22,137,5.0,1390081623
22,138,5.0,1391368466
22,139,5.0,1390682263
23,140,5.0,1395333304
23,141,5.0,1394954628
24,141,5.0,1395670592
24,142,5.0,1393980328
24,143,4.0,1391839484
24,144,5.0,1392861722
25,141,5.0,1394972492
25,145,5.0,1394972355
26,146,5.0,1392421529
26,147,5.0,1395525585
26,148,5.0,1395186269
27,149,5.0,1391991720
27,150,5.0,1393786447
28,151,5.0,1390236855
28,152,5.0,1390236885
29,153,5.0,1392232457
29,154,5.0,1392307061
30,153,5.0,1395068083
30,155,5.0,1390536446
31,154,5.0,1393605196
31,156,4.0,1389744960
31,157,3.0,1390993943
32,154,5.0,1389858285
32,158,5.0,1389857984
32,159,5.0,1389857727
33,154,5.0,1395759907
33,160,5.0,1395677426
34,154,5.0,1389898641
34,122,5.0,1389898681
35,154,5.0,1392220441
35,161,4.0,1392382454
35,162,5.0,1392382248
35,163,5.0,1392381779
36,154,5.0,1394875088
36,164,5.0,1394875713
37,154,5.0,1394145418
37,165,5.0,1395359277
37,166,5.0,1395357105
37,167,5.0,1393799648
37,159,5.0,1394764992
37,168,5.0,1395358161
37,169,5.0,1395357855
37,170,5.0,1393697420
37,171,5.0,1392414863
37,172,5.0,1391908291
37,173,5.0,1392416315
37,174,5.0,1392415846
37,175,5.0,1393869459
37,176,4.0,1394426206
37,177,5.0,1394426300
37,178,5.0,1392679677
37,179,4.0,1393600650
37,180,5.0,1393998362
37,181,5.0,1393277553
37,182,5.0,1393705526
37,133,5.0,1395345357
37,183,5.0,1394426815
37,184,4.0,1389724281
37,185,5.0,1393622016
37,186,5.0,1395377095
37,187,4.0,1388872392
37,188,5.0,1394322869
37,189,5.0,1393798361
37,190,5.0,1395605215
37,191,5.0,1394474238
37,192,5.0,1394259679
37,193,5.0,1394765216
37,194,5.0,1394623903
37,195,5.0,1392416406
37,196,5.0,1393873476
37,197,5.0,1392934421
37,198,5.0,1395294523
37,199,5.0,1393614555
37,200,5.0,1393873287
37,201,5.0,1394995889
37,202,5.0,1395357523
37,203,4.0,1395502842
37,204,5.0,1391390470
37,205,5.0,1395604851
37,206,5.0,1391906138
37,207,5.0,1393869969
37,208,5.0,1394043178
37,209,4.0,1389205246
37,210,5.0,1394141747
37,211,5.0,1395598102
37,212,5.0,1393112951
37,213,5.0,1391304189
37,214,5.0,1394258607
38,154,5.0,1391563570
38,215,5.0,1390621992
38,216,5.0,1391444778
38,217,5.0,1391737665
38,122,5.0,1391565457
38,218,5.0,1391705841
38,219,5.0,1390701523
38,220,5.0,1391564353
39,154,5.0,1390535615
39,221,5.0,1389148358
40,222,5.0,1395795068
40,223,5.0,1395798495
41,222,5.0,1393360276
41,224,5.0,1391808922
42,225,5.0,1390980675
42,226,1.0,1393636392
43,227,3.0,1391414656
43,228,4.0,1390468524
44,229,5.0,1390344481
44,230,1.0,1389493211
45,231,5.0,1394392369
45,232,2.0,1394391939
46,233,5.0,1390238884
46,216,5.0,1390238667
47,233,5.0,1392922209
47,234,4.0,1392920560
47,235,5.0,1392921915
48,236,5.0,1395454173
48,237,5.0,1395454132
49,238,5.0,1389722198
49,239,5.0,1389895177
50,240,5.0,1390336222
50,241,5.0,1390336678
50,242,5.0,1390337026
50,243,5.0,1390336756
50,244,5.0,1390336273
50,245,5.0,1390336367
51,240,5.0,1389678137
51,246,4.0,1389677087
51,247,5.0,1389677188
51,243,5.0,1389678249
51,245,5.0,1389678082
51,248,4.0,1389872749
51,249,5.0,1389952157
51,250,4.0,1389677576
51,251,4.0,1389677483
51,252,5.0,1389677623
51,253,5.0,1389677893
51,254,4.0,1389677559
51,255,5.0,1389951937
51,256,5.0,1389954043
51,257,5.0,1389872399
51,258,4.0,1389677227
